task_id,resource_id,request_quantity
C2012-08_505,Engineer,8.0
C2012-08_505,Vessel Neptune,1.0
C2012-08_505,Vessel Vagant,1.0
C2012-08_505,Crane,1.0
C2012-08_506,Laborer,16.0
C2012-08_506,Skipper,2.0
C2012-08_506,Engineer,8.0
C2012-08_506,Vessel Neptune,1.0
C2012-08_506,Vessel Vagant,1.0
C2012-08_506,Crane,1.0
C2012-08_507,Laborer,16.0
C2012-08_507,Skipper,2.0
C2012-08_507,Engineer,8.0
C2012-08_507,Vessel Neptune,1.0
C2012-08_507,Vessel Vagant,1.0
C2012-08_507,Crane,1.0
C2012-08_508,Laborer,16.0
C2012-08_508,Skipper,2.0
C2012-08_508,Engineer,8.0
C2012-08_508,Vessel Neptune,1.0
C2012-08_508,Vessel Vagant,1.0
C2012-08_508,Crane,1.0
C2012-08_509,Laborer,16.0
C2012-08_509,Skipper,2.0
C2012-08_509,Engineer,8.0
C2012-08_509,Vessel Neptune,1.0
C2012-08_509,Vessel Vagant,1.0
C2012-08_509,Crane,1.0
C2012-08_510,Laborer,16.0
C2012-08_510,Skipper,2.0
C2012-08_510,Engineer,8.0
C2012-08_510,Vessel Neptune,1.0
C2012-08_510,Vessel Vagant,1.0
C2012-08_510,Crane,1.0
C2012-08_511,Laborer,16.0
C2012-08_511,Skipper,2.0
C2012-08_511,Engineer,8.0
C2012-08_511,Vessel Neptune,1.0
C2012-08_511,Vessel Vagant,1.0
C2012-08_511,Crane,1.0
C2012-08_512,Laborer,16.0
C2012-08_512,Skipper,2.0
C2012-08_512,Engineer,8.0
C2012-08_512,Vessel Neptune,1.0
C2012-08_512,Vessel Vagant,1.0
C2012-08_512,Crane,1.0
C2012-08_513,Laborer,16.0
C2012-08_513,Skipper,2.0
C2012-08_513,Engineer,8.0
C2012-08_513,Vessel Neptune,1.0
C2012-08_513,Vessel Vagant,1.0
C2012-08_513,Crane,1.0
C2012-08_514,Laborer,16.0
C2012-08_514,Skipper,2.0
C2012-08_514,Engineer,8.0
C2012-08_514,Vessel Neptune,1.0
C2012-08_514,Vessel Vagant,1.0
C2012-08_514,Crane,1.0
C2012-08_515,Laborer,16.0
C2012-08_515,Skipper,2.0
C2012-08_515,Engineer,8.0
C2012-08_515,Vessel Neptune,1.0
C2012-08_515,Vessel Vagant,1.0
C2012-08_515,Crane,1.0
C2012-08_516,Laborer,16.0
C2012-08_516,Skipper,2.0
C2012-08_516,Engineer,8.0
C2012-08_516,Vessel Neptune,1.0
C2012-08_516,Vessel Vagant,1.0
C2012-08_516,Crane,1.0
C2012-08_517,Laborer,16.0
C2012-08_517,Skipper,2.0
C2012-08_517,Engineer,8.0
C2012-08_517,Vessel Neptune,1.0
C2012-08_517,Vessel Vagant,1.0
C2012-08_517,Crane,1.0
C2012-08_518,Laborer,16.0
C2012-08_518,Skipper,2.0
C2012-08_518,Engineer,8.0
C2012-08_518,Vessel Neptune,1.0
C2012-08_518,Vessel Vagant,1.0
C2012-08_518,Crane,1.0
C2012-08_519,Laborer,16.0
C2012-08_519,Skipper,2.0
C2012-08_519,Engineer,8.0
C2012-08_519,Vessel Neptune,1.0
C2012-08_519,Vessel Vagant,1.0
C2012-08_519,Crane,1.0
C2012-08_520,Laborer,16.0
C2012-08_520,Skipper,2.0
C2012-08_520,Engineer,8.0
C2012-08_520,Vessel Neptune,1.0
C2012-08_520,Vessel Vagant,1.0
C2012-08_520,Crane,1.0
C2012-08_521,Laborer,16.0
C2012-08_521,Skipper,2.0
C2012-08_521,Engineer,8.0
C2012-08_521,Vessel Neptune,1.0
C2012-08_521,Vessel Vagant,1.0
C2012-08_521,Crane,1.0
C2012-08_522,Laborer,16.0
C2012-08_522,Skipper,2.0
C2012-08_522,Engineer,8.0
C2012-08_522,Vessel Neptune,1.0
C2012-08_522,Vessel Vagant,1.0
C2012-08_522,Crane,1.0
C2012-08_523,Laborer,16.0
C2012-08_523,Skipper,2.0
C2012-08_523,Engineer,8.0
C2012-08_523,Vessel Neptune,1.0
C2012-08_523,Vessel Vagant,1.0
C2012-08_523,Crane,1.0
C2012-08_524,Laborer,16.0
C2012-08_524,Skipper,2.0
C2012-08_524,Engineer,8.0
C2012-08_524,Vessel Neptune,1.0
C2012-08_524,Vessel Vagant,1.0
C2012-08_524,Crane,1.0
C2012-08_525,Laborer,16.0
C2012-08_525,Skipper,2.0
C2012-08_525,Engineer,8.0
C2012-08_525,Vessel Neptune,1.0
C2012-08_525,Vessel Vagant,1.0
C2012-08_525,Crane,1.0
C2012-08_478,Laborer,16.0
C2012-08_478,Skipper,2.0
C2012-08_478,Engineer,8.0
C2012-08_478,Vessel Neptune,1.0
C2012-08_478,Vessel Vagant,1.0
C2012-08_479,Laborer,16.0
C2012-08_479,Skipper,2.0
C2012-08_479,Engineer,8.0
C2012-08_479,Vessel Neptune,1.0
C2012-08_479,Vessel Vagant,1.0
C2012-08_480,Laborer,16.0
C2012-08_480,Skipper,2.0
C2012-08_480,Engineer,8.0
C2012-08_480,Vessel Neptune,1.0
C2012-08_480,Vessel Vagant,1.0
C2012-08_481,Laborer,16.0
C2012-08_481,Skipper,2.0
C2012-08_481,Engineer,8.0
C2012-08_481,Vessel Neptune,1.0
C2012-08_481,Vessel Vagant,1.0
C2012-08_482,Laborer,16.0
C2012-08_482,Skipper,2.0
C2012-08_482,Engineer,8.0
C2012-08_482,Vessel Neptune,1.0
C2012-08_482,Vessel Vagant,1.0
C2012-08_483,Laborer,16.0
C2012-08_483,Skipper,2.0
C2012-08_483,Engineer,8.0
C2012-08_483,Vessel Neptune,1.0
C2012-08_483,Vessel Vagant,1.0
C2012-08_484,Laborer,16.0
C2012-08_484,Skipper,2.0
C2012-08_484,Engineer,8.0
C2012-08_484,Vessel Neptune,1.0
C2012-08_484,Vessel Vagant,1.0
C2012-08_485,Laborer,16.0
C2012-08_485,Skipper,2.0
C2012-08_485,Engineer,8.0
C2012-08_485,Vessel Neptune,1.0
C2012-08_485,Vessel Vagant,1.0
C2012-08_486,Laborer,16.0
C2012-08_486,Skipper,2.0
C2012-08_486,Engineer,8.0
C2012-08_486,Vessel Neptune,1.0
C2012-08_486,Vessel Vagant,1.0
C2012-08_487,Laborer,16.0
C2012-08_487,Skipper,2.0
C2012-08_487,Engineer,8.0
C2012-08_487,Vessel Neptune,1.0
C2012-08_487,Vessel Vagant,1.0
C2012-08_488,Laborer,16.0
C2012-08_488,Skipper,2.0
C2012-08_488,Engineer,8.0
C2012-08_488,Vessel Neptune,1.0
C2012-08_488,Vessel Vagant,1.0
C2012-08_489,Laborer,16.0
C2012-08_489,Skipper,2.0
C2012-08_489,Engineer,8.0
C2012-08_489,Vessel Neptune,1.0
C2012-08_489,Vessel Vagant,1.0
C2012-08_490,Laborer,16.0
C2012-08_490,Skipper,2.0
C2012-08_490,Engineer,8.0
C2012-08_490,Vessel Neptune,1.0
C2012-08_490,Vessel Vagant,1.0
C2012-08_491,Laborer,16.0
C2012-08_491,Skipper,2.0
C2012-08_491,Engineer,8.0
C2012-08_491,Vessel Neptune,1.0
C2012-08_491,Vessel Vagant,1.0
C2012-08_492,Laborer,16.0
C2012-08_492,Skipper,2.0
C2012-08_492,Engineer,8.0
C2012-08_492,Vessel Neptune,1.0
C2012-08_492,Vessel Vagant,1.0
C2012-08_493,Laborer,16.0
C2012-08_493,Skipper,2.0
C2012-08_493,Engineer,8.0
C2012-08_493,Vessel Neptune,1.0
C2012-08_493,Vessel Vagant,1.0
C2012-08_494,Laborer,16.0
C2012-08_494,Skipper,2.0
C2012-08_494,Engineer,8.0
C2012-08_494,Vessel Neptune,1.0
C2012-08_494,Vessel Vagant,1.0
C2012-08_495,Laborer,16.0
C2012-08_495,Skipper,2.0
C2012-08_495,Engineer,8.0
C2012-08_495,Vessel Neptune,1.0
C2012-08_495,Vessel Vagant,1.0
C2012-08_496,Laborer,16.0
C2012-08_496,Skipper,2.0
C2012-08_496,Engineer,8.0
C2012-08_496,Vessel Neptune,1.0
C2012-08_496,Vessel Vagant,1.0
C2012-08_497,Laborer,16.0
C2012-08_497,Skipper,2.0
C2012-08_497,Engineer,8.0
C2012-08_497,Vessel Neptune,1.0
C2012-08_497,Vessel Vagant,1.0
C2012-08_498,Laborer,16.0
C2012-08_498,Skipper,2.0
C2012-08_498,Engineer,8.0
C2012-08_498,Vessel Neptune,1.0
C2012-08_498,Vessel Vagant,1.0
C2012-08_499,Laborer,16.0
C2012-08_499,Skipper,2.0
C2012-08_499,Engineer,8.0
C2012-08_499,Vessel Neptune,1.0
C2012-08_499,Vessel Vagant,1.0
C2012-08_500,Laborer,16.0
C2012-08_500,Skipper,2.0
C2012-08_500,Engineer,8.0
C2012-08_500,Vessel Neptune,1.0
C2012-08_500,Vessel Vagant,1.0
C2012-08_501,Laborer,16.0
C2012-08_501,Skipper,2.0
C2012-08_501,Engineer,8.0
C2012-08_501,Vessel Neptune,1.0
C2012-08_501,Vessel Vagant,1.0
C2012-08_454,Special team,1.0
C2012-08_455,Special team,1.0
C2012-08_456,Special team,1.0
C2012-08_457,Special team,1.0
C2012-08_458,Special team,1.0
C2012-08_459,Special team,1.0
C2012-08_460,Special team,1.0
C2012-08_461,Special team,1.0
C2012-08_462,Special team,1.0
C2012-08_463,Special team,1.0
C2012-08_464,Special team,1.0
C2012-08_465,Special team,1.0
C2012-08_466,Special team,1.0
C2012-08_467,Special team,1.0
C2012-08_468,Special team,1.0
C2012-08_469,Special team,1.0
C2012-08_470,Special team,1.0
C2012-08_471,Special team,1.0
C2012-08_472,Special team,1.0
C2012-08_473,Special team,1.0
C2012-08_474,Special team,1.0
C2012-08_475,Special team,1.0
C2012-08_476,Special team,1.0
C2012-08_477,Special team,1.0
C2012-08_430,Commissioning team,1.0
C2012-08_431,Commissioning team,1.0
C2012-08_432,Commissioning team,1.0
C2012-08_433,Commissioning team,1.0
C2012-08_434,Commissioning team,1.0
C2012-08_435,Commissioning team,1.0
C2012-08_436,Commissioning team,1.0
C2012-08_437,Commissioning team,1.0
C2012-08_438,Commissioning team,1.0
C2012-08_439,Commissioning team,1.0
C2012-08_440,Commissioning team,1.0
C2012-08_441,Commissioning team,1.0
C2012-08_442,Commissioning team,1.0
C2012-08_443,Commissioning team,1.0
C2012-08_444,Commissioning team,1.0
C2012-08_445,Commissioning team,1.0
C2012-08_446,Commissioning team,1.0
C2012-08_447,Commissioning team,1.0
C2012-08_448,Commissioning team,1.0
C2012-08_449,Commissioning team,1.0
C2012-08_450,Commissioning team,1.0
C2012-08_451,Commissioning team,1.0
C2012-08_452,Commissioning team,1.0
C2012-08_453,Commissioning team,1.0
C2012-08_406,Testing team,0.2
C2012-08_407,Testing team,0.2
C2012-08_408,Testing team,0.2
C2012-08_409,Testing team,0.2
C2012-08_410,Testing team,0.2
C2012-08_411,Testing team,0.2
C2012-08_412,Testing team,0.2
C2012-08_413,Testing team,0.2
C2012-08_414,Testing team,0.2
C2012-08_415,Testing team,0.2
C2012-08_416,Testing team,0.2
C2012-08_417,Testing team,0.2
C2012-08_418,Testing team,0.2
C2012-08_419,Testing team,0.2
C2012-08_421,Testing team,0.2
C2012-08_420,Testing team,0.2
C2012-08_422,Testing team,0.2
C2012-08_423,Testing team,0.2
C2012-08_424,Testing team,0.2
C2012-08_425,Testing team,0.2
C2012-08_426,Testing team,0.2
C2012-08_427,Testing team,0.2
C2012-08_428,Testing team,0.2
C2012-08_429,Testing team,0.2
C2012-08_77,Laborer,8.0
C2012-08_77,Skipper,1.0
C2012-08_77,Towning tugs,1.0
C2012-08_77,Transport barges,1.0
C2012-08_77,Crane,1.0
C2012-08_82,Laborer,8.0
C2012-08_82,Skipper,1.0
C2012-08_82,Engineer,4.0
C2012-08_82,Towning tugs,1.0
C2012-08_82,Transport barges,1.0
C2012-08_82,Crane,1.0
C2012-08_81,Laborer,18.0
C2012-08_81,Skipper,1.0
C2012-08_81,Engineer,6.0
C2012-08_81,Vessel Rambiz,1.0
C2012-08_94,Laborer,4.0
C2012-08_94,Skipper,1.0
C2012-08_94,Engineer,1.0
C2012-08_94,Towning tugs,1.0
C2012-08_94,Transport barges,1.0
C2012-08_94,Crane,1.0
C2012-08_95,Laborer,18.0
C2012-08_95,Skipper,1.0
C2012-08_95,Engineer,6.0
C2012-08_95,Vessel Rambiz,1.0
C2012-08_100,Laborer,5.0
C2012-08_100,Skipper,1.0
C2012-08_100,Engineer,4.0
C2012-08_100,Vessel Pompei,1.0
C2012-08_101,Laborer,5.0
C2012-08_101,Skipper,1.0
C2012-08_101,Engineer,4.0
C2012-08_101,Vessel Pompei,1.0
C2012-08_102,Laborer,5.0
C2012-08_102,Skipper,1.0
C2012-08_102,Engineer,3.0
C2012-08_102,Vessel Pompei,1.0
C2012-08_105,Laborer,10.0
C2012-08_105,Skipper,1.0
C2012-08_105,Vessel Souverreign,1.0
C2012-08_105,Crane,1.0
C2012-08_106,Laborer,18.0
C2012-08_106,Skipper,1.0
C2012-08_106,Engineer,3.0
C2012-08_106,Vessel Pompei,1.0
C2012-08_107,Laborer,12.0
C2012-08_107,Testing team,1.0
C2012-08_108,Laborer,22.0
C2012-08_108,Skipper,1.0
C2012-08_108,Vessel Innovator,1.0
C2012-08_109,Special team,2.0
C2012-08_110,Laborer,22.0
C2012-08_110,Skipper,1.0
C2012-08_110,Engineer,4.0
C2012-08_110,Vessel Innovator,1.0
C2012-08_111,Engineer,4.0
C2012-08_112,Laborer,22.0
C2012-08_112,Skipper,1.0
C2012-08_112,Engineer,4.0
C2012-08_112,Vessel Innovator,1.0
C2012-08_126,Laborer,5.0
C2012-08_126,Skipper,1.0
C2012-08_126,Engineer,3.0
C2012-08_126,Vessel Pompei,1.0
C2012-08_130,Laborer,6.0
C2012-08_130,Skipper,1.0
C2012-08_130,Vessel Sternat Spirit,1.0
C2012-08_131,Laborer,6.0
C2012-08_131,Skipper,1.0
C2012-08_131,Vessel Sternat Spirit,1.0
C2012-08_131,Crane,2.0
C2012-08_133,Laborer,18.0
C2012-08_133,Skipper,1.0
C2012-08_133,Engineer,4.0
C2012-08_133,Vessel Breughel,1.0
C2012-08_134,Laborer,18.0
C2012-08_134,Skipper,1.0
C2012-08_134,Engineer,4.0
C2012-08_134,Vessel Breughel,1.0
C2012-08_193,Laborer,12.0
C2012-08_193,Welder,8.0
C2012-08_193,Crane,1.0
C2012-08_193,Engineer,1.0
C2012-08_137,Laborer,16.0
C2012-08_137,Engineer,4.0
C2012-08_137,Drilling machine,2.0
C2012-08_138,Laborer,14.0
C2012-08_138,Engineer,4.0
C2012-08_138,Pulling machine,1.0
C2012-08_139,Testing team,1.0
C2012-08_140,Laborer,13.0
C2012-08_140,Engineer,4.0
C2012-08_140,Pulling machine,1.0
C2012-08_140,Crane,1.0
C2012-08_141,Disconnecting team,1.0
C2012-08_194,Testing team,1.0
C2012-08_149,Laborer,17.0
C2012-08_149,Skipper,1.0
C2012-08_149,Engineer,4.0
C2012-08_149,Vessel Breydel,1.0
C2012-08_150,Laborer,13.0
C2012-08_150,Engineer,3.0
C2012-08_150,Pulling machine,1.0
C2012-08_195,Disconnecting team,1.0
C2012-08_151,Laborer,12.0
C2012-08_151,Skipper,1.0
C2012-08_151,Engineer,6.0
C2012-08_151,Vessel Pearl River,1.0
C2012-08_152,Laborer,20.0
C2012-08_152,Engineer,6.0
C2012-08_153,Disconnecting team,1.0
C2012-08_154,Testing team,1.0
C2012-08_157,Laborer,5.0
C2012-08_157,Skipper,1.0
C2012-08_157,Vessel Pompei,1.0
C2012-08_158,Laborer,5.0
C2012-08_158,Skipper,1.0
C2012-08_158,Vessel Pompei,1.0
