source_id,target_id,dependency_type,lag_months,lag_weeks,lag_days,lag_hours
C2012-08_497,C2012-08_473,SS,0,0,3,0
C2012-08_112,C2012-08_474,FS,0,0,0,0
C2012-08_498,C2012-08_474,SS,0,0,3,0
C2012-08_112,C2012-08_475,FS,0,0,0,0
C2012-08_499,C2012-08_475,SS,0,0,3,0
C2012-08_112,C2012-08_476,FS,0,0,0,0
C2012-08_500,C2012-08_476,SS,0,0,3,0
C2012-08_112,C2012-08_477,FS,0,0,0,0
C2012-08_501,C2012-08_477,SS,0,0,3,0
C2012-08_154,C2012-08_430,FS,0,0,0,0
C2012-08_454,C2012-08_430,FS,0,0,0,0
C2012-08_154,C2012-08_431,FS,0,0,0,0
C2012-08_455,C2012-08_431,FS,0,0,0,0
C2012-08_154,C2012-08_432,FS,0,0,0,0
C2012-08_456,C2012-08_432,FS,0,0,0,0
C2012-08_154,C2012-08_433,FS,0,0,0,0
C2012-08_457,C2012-08_433,FS,0,0,0,0
C2012-08_154,C2012-08_434,FS,0,0,0,0
C2012-08_458,C2012-08_434,FS,0,0,0,0
C2012-08_154,C2012-08_435,FS,0,0,0,0
C2012-08_459,C2012-08_435,FS,0,0,0,0
C2012-08_154,C2012-08_436,FS,0,0,0,0
C2012-08_460,C2012-08_436,FS,0,0,0,0
C2012-08_154,C2012-08_437,FS,0,0,0,0
C2012-08_461,C2012-08_437,FS,0,0,0,0
C2012-08_154,C2012-08_438,FS,0,0,0,0
C2012-08_462,C2012-08_438,FS,0,0,0,0
C2012-08_154,C2012-08_439,FS,0,0,0,0
C2012-08_463,C2012-08_439,FS,0,0,0,0
C2012-08_154,C2012-08_440,FS,0,0,0,0
C2012-08_464,C2012-08_440,FS,0,0,0,0
C2012-08_154,C2012-08_441,FS,0,0,0,0
C2012-08_465,C2012-08_441,FS,0,0,0,0
C2012-08_154,C2012-08_442,FS,0,0,0,0
C2012-08_466,C2012-08_442,FS,0,0,0,0
C2012-08_154,C2012-08_443,FS,0,0,0,0
C2012-08_467,C2012-08_443,FS,0,0,0,0
C2012-08_154,C2012-08_444,FS,0,0,0,0
C2012-08_468,C2012-08_444,FS,0,0,0,0
C2012-08_154,C2012-08_445,FS,0,0,0,0
C2012-08_469,C2012-08_445,FS,0,0,0,0
C2012-08_154,C2012-08_446,FS,0,0,0,0
C2012-08_470,C2012-08_446,FS,0,0,0,0
C2012-08_154,C2012-08_447,FS,0,0,0,0
C2012-08_471,C2012-08_447,FS,0,0,0,0
C2012-08_154,C2012-08_448,FS,0,0,0,0
C2012-08_472,C2012-08_448,FS,0,0,0,0
C2012-08_154,C2012-08_449,FS,0,0,0,0
C2012-08_473,C2012-08_449,FS,0,0,0,0
C2012-08_154,C2012-08_450,FS,0,0,0,0
C2012-08_474,C2012-08_450,FS,0,0,0,0
C2012-08_154,C2012-08_451,FS,0,0,0,0
C2012-08_475,C2012-08_451,FS,0,0,0,0
C2012-08_154,C2012-08_452,FS,0,0,0,0
C2012-08_476,C2012-08_452,FS,0,0,0,0
C2012-08_154,C2012-08_453,FS,0,0,0,0
C2012-08_477,C2012-08_453,FS,0,0,0,0
C2012-08_430,C2012-08_406,FS,0,0,0,0
C2012-08_431,C2012-08_407,FS,0,0,0,0
C2012-08_432,C2012-08_408,FS,0,0,0,0
C2012-08_433,C2012-08_409,FS,0,0,0,0
C2012-08_434,C2012-08_410,FS,0,0,0,0
C2012-08_435,C2012-08_411,FS,0,0,0,0
C2012-08_436,C2012-08_412,FS,0,0,0,0
C2012-08_437,C2012-08_413,FS,0,0,0,0
C2012-08_438,C2012-08_414,FS,0,0,0,0
C2012-08_439,C2012-08_415,FS,0,0,0,0
C2012-08_440,C2012-08_416,FS,0,0,0,0
C2012-08_441,C2012-08_417,FS,0,0,0,0
C2012-08_442,C2012-08_418,FS,0,0,0,0
C2012-08_443,C2012-08_419,FS,0,0,0,0
C2012-08_445,C2012-08_421,FS,0,0,0,0
C2012-08_444,C2012-08_420,FS,0,0,0,0
C2012-08_446,C2012-08_422,FS,0,0,0,0
C2012-08_447,C2012-08_423,FS,0,0,0,0
C2012-08_448,C2012-08_424,FS,0,0,0,0
C2012-08_449,C2012-08_425,FS,0,0,0,0
C2012-08_450,C2012-08_426,FS,0,0,0,0
C2012-08_451,C2012-08_427,FS,0,0,0,0
C2012-08_452,C2012-08_428,FS,0,0,0,0
C2012-08_453,C2012-08_429,FS,0,0,0,0
C2012-08_75,C2012-08_76,FS,0,0,0,0
C2012-08_76,C2012-08_77,FS,0,0,0,0
C2012-08_77,C2012-08_82,FS,0,0,0,0
C2012-08_17,C2012-08_82,FS,0,1,5,0
C2012-08_82,C2012-08_81,FS,0,0,0,0
C2012-08_84,C2012-08_85,SS,0,8,4,0
C2012-08_85,C2012-08_86,FS,0,0,0,0
C2012-08_86,C2012-08_87,FS,0,0,0,0
C2012-08_87,C2012-08_88,FS,0,0,0,0
C2012-08_88,C2012-08_89,FS,0,0,0,0
C2012-08_89,C2012-08_90,FS,0,0,0,0
C2012-08_90,C2012-08_91,FS,0,0,0,0
C2012-08_81,C2012-08_94,FS,0,0,0,0
C2012-08_91,C2012-08_94,FS,0,0,0,0
C2012-08_94,C2012-08_95,FS,0,0,0,0
C2012-08_95,C2012-08_100,FS,0,0,0,0
C2012-08_100,C2012-08_101,FS,0,0,0,0
C2012-08_101,C2012-08_102,FS,0,0,0,0
C2012-08_104,C2012-08_105,FS,0,0,0,0
C2012-08_105,C2012-08_106,FS,0,0,0,0
C2012-08_106,C2012-08_107,FS,0,0,0,0
C2012-08_102,C2012-08_108,FS,0,0,0,0
C2012-08_107,C2012-08_108,FS,0,0,0,0
C2012-08_265,C2012-08_108,FS,0,0,0,0
C2012-08_266,C2012-08_108,FS,0,0,0,0
C2012-08_267,C2012-08_108,FS,0,0,0,0
C2012-08_268,C2012-08_108,FS,0,0,0,0
C2012-08_269,C2012-08_108,FS,0,0,0,0
C2012-08_270,C2012-08_108,FS,0,0,0,0
C2012-08_271,C2012-08_108,FS,0,0,0,0
C2012-08_272,C2012-08_108,FS,0,0,0,0
C2012-08_273,C2012-08_108,FS,0,0,0,0
C2012-08_274,C2012-08_108,FS,0,0,0,0
C2012-08_275,C2012-08_108,FS,0,0,0,0
C2012-08_276,C2012-08_108,FS,0,0,0,0
C2012-08_277,C2012-08_108,FS,0,0,0,0
C2012-08_278,C2012-08_108,FS,0,0,0,0
C2012-08_279,C2012-08_108,FS,0,0,0,0
C2012-08_280,C2012-08_108,FS,0,0,0,0
C2012-08_281,C2012-08_108,FS,0,0,0,0
C2012-08_282,C2012-08_108,FS,0,0,0,0
C2012-08_283,C2012-08_108,FS,0,0,0,0
C2012-08_284,C2012-08_108,FS,0,0,0,0
C2012-08_285,C2012-08_108,FS,0,0,0,0
C2012-08_286,C2012-08_108,FS,0,0,0,0
C2012-08_287,C2012-08_108,FS,0,0,0,0
C2012-08_288,C2012-08_108,FS,0,0,0,0
C2012-08_108,C2012-08_109,SS,0,0,5,0
C2012-08_109,C2012-08_110,FS,0,0,0,0
C2012-08_110,C2012-08_111,FS,0,0,0,0
C2012-08_111,C2012-08_112,FS,0,0,0,0
C2012-08_128,C2012-08_129,SS,0,7,1,0
C2012-08_129,C2012-08_131,FS,0,0,0,0
C2012-08_130,C2012-08_131,FS,0,0,0,0
C2012-08_133,C2012-08_134,FS,0,0,0,0
C2012-08_136,C2012-08_193,FS,0,0,0,0
C2012-08_137,C2012-08_138,FS,0,0,0,0
C2012-08_193,C2012-08_138,FS,0,0,0,0
C2012-08_138,C2012-08_139,FS,0,0,0,0
C2012-08_139,C2012-08_140,FS,0,0,0,0
C2012-08_140,C2012-08_141,FS,0,0,0,0
C2012-08_141,C2012-08_194,FS,0,0,0,0
C2012-08_126,C2012-08_149,FS,0,0,0,0
C2012-08_131,C2012-08_149,FS,0,0,0,0
C2012-08_134,C2012-08_149,FS,0,0,0,0
C2012-08_149,C2012-08_150,SS,0,0,0,0
C2012-08_138,C2012-08_150,FS,0,0,0,0
C2012-08_150,C2012-08_195,FS,0,0,0,0
C2012-08_195,C2012-08_151,FS,0,0,0,0
C2012-08_95,C2012-08_152,FS,0,0,0,0
C2012-08_151,C2012-08_152,FS,0,0,0,0
C2012-08_152,C2012-08_153,FS,0,0,0,0
C2012-08_153,C2012-08_154,FS,0,0,0,0
C2012-08_194,C2012-08_154,FS,0,0,0,0
C2012-08_156,C2012-08_157,FS,0,0,0,0
C2012-08_151,C2012-08_157,FS,0,0,0,0
C2012-08_157,C2012-08_158,FS,0,0,0,0
