task_id,baseline_start,baseline_end,predecessors,successors
C2012-08_432,2014-01-21 06:00:00,,"['C2012-08_154', 'C2012-08_456']",[]
C2012-08_433,2014-01-26 06:00:00,,"['C2012-08_154', 'C2012-08_457']",[]
C2012-08_434,2014-01-31 06:00:00,,"['C2012-08_154', 'C2012-08_458']",[]
C2012-08_435,2014-02-05 06:00:00,,"['C2012-08_154', 'C2012-08_459']",[]
C2012-08_436,2014-02-10 06:00:00,,"['C2012-08_154', 'C2012-08_460']",[]
C2012-08_437,2014-02-15 06:00:00,,"['C2012-08_154', 'C2012-08_461']",[]
C2012-08_438,2014-02-20 06:00:00,,"['C2012-08_154', 'C2012-08_462']",[]
C2012-08_439,2014-02-25 06:00:00,,"['C2012-08_154', 'C2012-08_463']",[]
C2012-08_440,2014-03-02 06:00:00,,"['C2012-08_154', 'C2012-08_464']",[]
C2012-08_441,2014-03-07 06:00:00,,"['C2012-08_154', 'C2012-08_465']",[]
C2012-08_442,2014-03-12 06:00:00,,"['C2012-08_154', 'C2012-08_466']",[]
C2012-08_443,2014-03-17 06:00:00,,"['C2012-08_154', 'C2012-08_467']",[]
C2012-08_444,2014-03-22 06:00:00,,"['C2012-08_154', 'C2012-08_468']",[]
C2012-08_445,2014-03-27 06:00:00,,"['C2012-08_154', 'C2012-08_469']",[]
C2012-08_446,2014-04-01 06:00:00,,"['C2012-08_154', 'C2012-08_470']",[]
C2012-08_447,2014-04-06 06:00:00,,"['C2012-08_154', 'C2012-08_471']",[]
C2012-08_448,2014-04-18 07:00:00,,"['C2012-08_154', 'C2012-08_472']",[]
C2012-08_449,2014-04-23 07:00:00,,"['C2012-08_154', 'C2012-08_473']",[]
C2012-08_450,2014-04-28 07:00:00,,"['C2012-08_154', 'C2012-08_474']",[]
C2012-08_451,2014-05-03 07:00:00,,"['C2012-08_154', 'C2012-08_475']",[]
C2012-08_452,2014-05-08 07:00:00,,"['C2012-08_154', 'C2012-08_476']",[]
C2012-08_453,2014-04-13 07:00:00,,"['C2012-08_154', 'C2012-08_477']",[]
C2012-08_406,2014-01-16 06:00:00,,['C2012-08_430'],[]
C2012-08_407,2014-01-21 06:00:00,,['C2012-08_431'],[]
C2012-08_408,2014-01-26 06:00:00,,['C2012-08_432'],[]
C2012-08_409,2014-01-31 06:00:00,,['C2012-08_433'],[]
C2012-08_410,2014-02-05 06:00:00,,['C2012-08_434'],[]
C2012-08_411,2014-02-10 06:00:00,,['C2012-08_435'],[]
C2012-08_412,2014-02-15 06:00:00,,['C2012-08_436'],[]
C2012-08_413,2014-02-20 06:00:00,,['C2012-08_437'],[]
C2012-08_414,2014-02-25 06:00:00,,['C2012-08_438'],[]
C2012-08_415,2014-03-02 06:00:00,,['C2012-08_439'],[]
C2012-08_416,2014-03-07 06:00:00,,['C2012-08_440'],[]
C2012-08_417,2014-03-12 06:00:00,,['C2012-08_441'],[]
C2012-08_418,2014-03-17 06:00:00,,['C2012-08_442'],[]
C2012-08_419,2014-03-22 06:00:00,,['C2012-08_443'],[]
C2012-08_421,2014-04-01 06:00:00,,['C2012-08_445'],[]
C2012-08_420,2014-03-27 06:00:00,,['C2012-08_444'],[]
C2012-08_422,2014-04-06 06:00:00,,['C2012-08_446'],[]
C2012-08_423,2014-04-11 06:00:00,,['C2012-08_447'],[]
C2012-08_424,2014-04-23 07:00:00,,['C2012-08_448'],[]
C2012-08_425,2014-04-28 07:00:00,,['C2012-08_449'],[]
C2012-08_426,2014-05-03 07:00:00,,['C2012-08_450'],[]
C2012-08_427,2014-05-08 07:00:00,,['C2012-08_451'],[]
C2012-08_428,2014-05-13 07:00:00,,['C2012-08_452'],[]
C2012-08_429,2014-04-18 07:00:00,,['C2012-08_453'],[]
C2012-08_75,2013-02-04 06:00:00,,[],[]
C2012-08_76,2013-03-16 06:00:00,,['C2012-08_75'],[]
C2012-08_77,2013-05-31 06:00:00,,['C2012-08_76'],[]
C2012-08_82,2013-06-02 06:00:00,,"['C2012-08_77', 'C2012-08_17']",[]
C2012-08_81,2013-06-03 06:00:00,,['C2012-08_82'],[]
C2012-08_84,2013-02-04 06:00:00,,[],[]
C2012-08_85,2013-04-05 06:00:00,,['C2012-08_84'],[]
C2012-08_86,2013-05-05 06:00:00,,['C2012-08_85'],[]
C2012-08_87,2013-06-04 06:00:00,,['C2012-08_86'],[]
C2012-08_88,2013-06-20 06:00:00,,['C2012-08_87'],[]
C2012-08_89,2013-07-06 06:00:00,,['C2012-08_88'],[]
C2012-08_90,2013-07-08 07:00:00,,['C2012-08_89'],[]
C2012-08_91,2013-09-06 07:00:00,,['C2012-08_90'],[]
C2012-08_94,2013-09-16 07:00:00,,"['C2012-08_81', 'C2012-08_91']",[]
C2012-08_95,2013-09-17 07:00:00,,['C2012-08_94'],[]
C2012-08_100,2013-09-18 07:00:00,,['C2012-08_95'],[]
C2012-08_101,2013-09-20 07:00:00,,['C2012-08_100'],[]
C2012-08_102,2013-10-02 07:00:00,,['C2012-08_101'],[]
C2012-08_104,2013-02-04 06:00:00,,[],[]
C2012-08_105,2013-06-06 06:00:00,,['C2012-08_104'],[]
C2012-08_106,2013-06-11 06:00:00,,['C2012-08_105'],[]
C2012-08_107,2013-06-12 06:00:00,,['C2012-08_106'],[]
C2012-08_108,2013-10-31 06:00:00,,"['C2012-08_102', 'C2012-08_107', 'C2012-08_265', 'C2012-08_266', 'C2012-08_267', 'C2012-08_268', 'C2012-08_269', 'C2012-08_270', 'C2012-08_271', 'C2012-08_272', 'C2012-08_273', 'C2012-08_274', 'C2012-08_275', 'C2012-08_276', 'C2012-08_277', 'C2012-08_278', 'C2012-08_279', 'C2012-08_280', 'C2012-08_281', 'C2012-08_282', 'C2012-08_283', 'C2012-08_284', 'C2012-08_285', 'C2012-08_286', 'C2012-08_287', 'C2012-08_288']",[]
C2012-08_109,2013-11-05 06:00:00,,['C2012-08_108'],[]
C2012-08_110,2013-12-23 06:00:00,,['C2012-08_109'],[]
C2012-08_111,2014-01-02 06:00:00,,['C2012-08_110'],[]
C2012-08_112,2014-01-04 06:00:00,,['C2012-08_111'],[]
C2012-08_126,2013-02-04 06:00:00,,[],[]
C2012-08_128,2013-02-09 06:00:00,,[],[]
C2012-08_129,2013-03-31 06:00:00,,['C2012-08_128'],[]
C2012-08_130,2013-05-05 06:00:00,,[],[]
C2012-08_131,2013-05-10 06:00:00,,"['C2012-08_129', 'C2012-08_130']",[]
C2012-08_133,2013-05-04 06:00:00,,[],[]
C2012-08_134,2013-05-09 06:00:00,,['C2012-08_133'],[]
C2012-08_136,2013-02-18 06:00:00,,[],[]
C2012-08_193,2013-04-19 06:00:00,,['C2012-08_136'],[]
C2012-08_137,2013-04-09 06:00:00,,[],[]
C2012-08_138,2013-04-24 06:00:00,,"['C2012-08_137', 'C2012-08_193']",[]
C2012-08_139,2013-04-27 06:00:00,,['C2012-08_138'],[]
C2012-08_140,2013-05-12 06:00:00,,['C2012-08_139'],[]
C2012-08_141,2013-05-17 06:00:00,,['C2012-08_140'],[]
C2012-08_194,2013-05-19 06:00:00,,['C2012-08_141'],[]
C2012-08_149,2013-05-14 06:00:00,,"['C2012-08_126', 'C2012-08_131', 'C2012-08_134']",[]
C2012-08_150,2013-05-24 06:00:00,,"['C2012-08_149', 'C2012-08_138']",[]
C2012-08_195,2013-05-25 06:00:00,,['C2012-08_150'],[]
C2012-08_151,2013-05-26 06:00:00,,['C2012-08_195'],[]
C2012-08_152,2013-09-18 07:00:00,,"['C2012-08_95', 'C2012-08_151']",[]
C2012-08_153,2013-09-19 07:00:00,,['C2012-08_152'],[]
C2012-08_154,2013-09-21 07:00:00,,"['C2012-08_153', 'C2012-08_194']",[]
C2012-08_156,2013-05-28 06:00:00,,[],[]
C2012-08_157,2013-05-29 06:00:00,,"['C2012-08_156', 'C2012-08_151']",[]
C2012-08_158,2013-05-30 06:00:00,,['C2012-08_157'],[]
