task_id,role,quantity,hourly_rate,type
271,Diving team,1.0,900.0,Renewable
271,Vessel Rambiz,1.0,3620.0,Renewable
272,Laborer,12.0,40.0,Renewable
272,Skipper,1.0,60.0,Renewable
272,Engineer,6.0,160.0,Renewable
272,Diving team,1.0,900.0,Renewable
272,Vessel Rambiz,1.0,3620.0,Renewable
273,Laborer,12.0,40.0,Renewable
273,Skipper,1.0,60.0,Renewable
273,Engineer,6.0,160.0,Renewable
273,Diving team,1.0,900.0,Renewable
273,Vessel Rambiz,1.0,3620.0,Renewable
274,Laborer,12.0,40.0,Renewable
274,Skipper,1.0,60.0,Renewable
274,Engineer,6.0,160.0,Renewable
274,Diving team,1.0,900.0,Renewable
274,Vessel Rambiz,1.0,3620.0,Renewable
275,Laborer,12.0,40.0,Renewable
275,Skipper,1.0,60.0,Renewable
275,Engineer,6.0,160.0,Renewable
275,Diving team,1.0,900.0,Renewable
275,Vessel Rambiz,1.0,3620.0,Renewable
276,Laborer,12.0,40.0,Renewable
276,Skipper,1.0,60.0,Renewable
276,Engineer,6.0,160.0,Renewable
276,Diving team,1.0,900.0,Renewable
276,Vessel Rambiz,1.0,3620.0,Renewable
277,Laborer,12.0,40.0,Renewable
277,Skipper,1.0,60.0,Renewable
277,Engineer,6.0,160.0,Renewable
277,Diving team,1.0,900.0,Renewable
277,Vessel Rambiz,1.0,3620.0,Renewable
278,Laborer,12.0,40.0,Renewable
278,Skipper,1.0,60.0,Renewable
278,Engineer,6.0,160.0,Renewable
278,Diving team,1.0,900.0,Renewable
278,Vessel Rambiz,1.0,3620.0,Renewable
279,Laborer,12.0,40.0,Renewable
279,Skipper,1.0,60.0,Renewable
279,Engineer,6.0,160.0,Renewable
279,Diving team,1.0,900.0,Renewable
279,Vessel Rambiz,1.0,3620.0,Renewable
280,Laborer,12.0,40.0,Renewable
280,Skipper,1.0,60.0,Renewable
280,Engineer,6.0,160.0,Renewable
280,Diving team,1.0,900.0,Renewable
280,Vessel Rambiz,1.0,3620.0,Renewable
281,Laborer,12.0,40.0,Renewable
281,Skipper,1.0,60.0,Renewable
281,Engineer,6.0,160.0,Renewable
281,Diving team,1.0,900.0,Renewable
281,Vessel Rambiz,1.0,3620.0,Renewable
282,Laborer,12.0,40.0,Renewable
282,Skipper,1.0,60.0,Renewable
282,Engineer,6.0,160.0,Renewable
282,Diving team,1.0,900.0,Renewable
282,Vessel Rambiz,1.0,3620.0,Renewable
283,Laborer,12.0,40.0,Renewable
283,Skipper,1.0,60.0,Renewable
283,Engineer,6.0,160.0,Renewable
283,Diving team,1.0,900.0,Renewable
283,Vessel Rambiz,1.0,3620.0,Renewable
284,Laborer,12.0,40.0,Renewable
284,Skipper,1.0,60.0,Renewable
284,Engineer,6.0,160.0,Renewable
284,Diving team,1.0,900.0,Renewable
284,Vessel Rambiz,1.0,3620.0,Renewable
285,Laborer,12.0,40.0,Renewable
285,Skipper,1.0,60.0,Renewable
285,Engineer,6.0,160.0,Renewable
285,Diving team,1.0,900.0,Renewable
285,Vessel Rambiz,1.0,3620.0,Renewable
286,Laborer,12.0,40.0,Renewable
286,Skipper,1.0,60.0,Renewable
286,Engineer,6.0,160.0,Renewable
286,Diving team,1.0,900.0,Renewable
286,Vessel Rambiz,1.0,3620.0,Renewable
287,Laborer,12.0,40.0,Renewable
287,Skipper,1.0,60.0,Renewable
287,Engineer,6.0,160.0,Renewable
287,Diving team,1.0,900.0,Renewable
287,Vessel Rambiz,1.0,3620.0,Renewable
288,Laborer,12.0,40.0,Renewable
288,Skipper,1.0,60.0,Renewable
288,Engineer,6.0,160.0,Renewable
288,Diving team,1.0,900.0,Renewable
288,Vessel Rambiz,1.0,3620.0,Renewable
56,Laborer,32.0,40.0,Renewable
56,Engineer,6.0,160.0,Renewable
56,Crane,3.0,200.0,Renewable
57,Laborer,16.0,40.0,Renewable
57,Welder,1.0,60.0,Renewable
57,Engineer,3.0,160.0,Renewable
57,Crane,1.0,200.0,Renewable
58,Laborer,19.0,40.0,Renewable
58,Welder,1.0,60.0,Renewable
58,Engineer,3.0,160.0,Renewable
58,Crane,1.0,200.0,Renewable
502,Laborer,16.0,40.0,Renewable
502,Skipper,2.0,60.0,Renewable
502,Engineer,8.0,160.0,Renewable
502,Vessel Neptune,1.0,3750.0,Renewable
502,Vessel Vagant,1.0,3180.0,Renewable
502,Crane,1.0,200.0,Renewable
503,Laborer,16.0,40.0,Renewable
503,Skipper,2.0,60.0,Renewable
503,Engineer,8.0,160.0,Renewable
503,Vessel Neptune,1.0,3750.0,Renewable
503,Vessel Vagant,1.0,3180.0,Renewable
503,Crane,1.0,200.0,Renewable
504,Laborer,16.0,40.0,Renewable
504,Skipper,2.0,60.0,Renewable
504,Engineer,8.0,160.0,Renewable
504,Vessel Neptune,1.0,3750.0,Renewable
504,Vessel Vagant,1.0,3180.0,Renewable
504,Crane,1.0,200.0,Renewable
505,Laborer,16.0,40.0,Renewable
505,Skipper,2.0,60.0,Renewable
505,Engineer,8.0,160.0,Renewable
505,Vessel Neptune,1.0,3750.0,Renewable
505,Vessel Vagant,1.0,3180.0,Renewable
505,Crane,1.0,200.0,Renewable
506,Laborer,16.0,40.0,Renewable
506,Skipper,2.0,60.0,Renewable
506,Engineer,8.0,160.0,Renewable
506,Vessel Neptune,1.0,3750.0,Renewable
506,Vessel Vagant,1.0,3180.0,Renewable
506,Crane,1.0,200.0,Renewable
507,Laborer,16.0,40.0,Renewable
507,Skipper,2.0,60.0,Renewable
507,Engineer,8.0,160.0,Renewable
507,Vessel Neptune,1.0,3750.0,Renewable
507,Vessel Vagant,1.0,3180.0,Renewable
507,Crane,1.0,200.0,Renewable
508,Laborer,16.0,40.0,Renewable
508,Skipper,2.0,60.0,Renewable
508,Engineer,8.0,160.0,Renewable
508,Vessel Neptune,1.0,3750.0,Renewable
508,Vessel Vagant,1.0,3180.0,Renewable
508,Crane,1.0,200.0,Renewable
509,Laborer,16.0,40.0,Renewable
509,Skipper,2.0,60.0,Renewable
509,Engineer,8.0,160.0,Renewable
509,Vessel Neptune,1.0,3750.0,Renewable
509,Vessel Vagant,1.0,3180.0,Renewable
509,Crane,1.0,200.0,Renewable
510,Laborer,16.0,40.0,Renewable
510,Skipper,2.0,60.0,Renewable
510,Engineer,8.0,160.0,Renewable
510,Vessel Neptune,1.0,3750.0,Renewable
510,Vessel Vagant,1.0,3180.0,Renewable
510,Crane,1.0,200.0,Renewable
511,Laborer,16.0,40.0,Renewable
511,Skipper,2.0,60.0,Renewable
511,Engineer,8.0,160.0,Renewable
511,Vessel Neptune,1.0,3750.0,Renewable
511,Vessel Vagant,1.0,3180.0,Renewable
511,Crane,1.0,200.0,Renewable
512,Laborer,16.0,40.0,Renewable
512,Skipper,2.0,60.0,Renewable
512,Engineer,8.0,160.0,Renewable
512,Vessel Neptune,1.0,3750.0,Renewable
512,Vessel Vagant,1.0,3180.0,Renewable
512,Crane,1.0,200.0,Renewable
513,Laborer,16.0,40.0,Renewable
513,Skipper,2.0,60.0,Renewable
513,Engineer,8.0,160.0,Renewable
513,Vessel Neptune,1.0,3750.0,Renewable
513,Vessel Vagant,1.0,3180.0,Renewable
513,Crane,1.0,200.0,Renewable
514,Laborer,16.0,40.0,Renewable
514,Skipper,2.0,60.0,Renewable
514,Engineer,8.0,160.0,Renewable
514,Vessel Neptune,1.0,3750.0,Renewable
514,Vessel Vagant,1.0,3180.0,Renewable
514,Crane,1.0,200.0,Renewable
515,Laborer,16.0,40.0,Renewable
515,Skipper,2.0,60.0,Renewable
515,Engineer,8.0,160.0,Renewable
515,Vessel Neptune,1.0,3750.0,Renewable
515,Vessel Vagant,1.0,3180.0,Renewable
515,Crane,1.0,200.0,Renewable
516,Laborer,16.0,40.0,Renewable
516,Skipper,2.0,60.0,Renewable
516,Engineer,8.0,160.0,Renewable
516,Vessel Neptune,1.0,3750.0,Renewable
516,Vessel Vagant,1.0,3180.0,Renewable
516,Crane,1.0,200.0,Renewable
517,Laborer,16.0,40.0,Renewable
517,Skipper,2.0,60.0,Renewable
517,Engineer,8.0,160.0,Renewable
517,Vessel Neptune,1.0,3750.0,Renewable
517,Vessel Vagant,1.0,3180.0,Renewable
517,Crane,1.0,200.0,Renewable
518,Laborer,16.0,40.0,Renewable
518,Skipper,2.0,60.0,Renewable
518,Engineer,8.0,160.0,Renewable
518,Vessel Neptune,1.0,3750.0,Renewable
518,Vessel Vagant,1.0,3180.0,Renewable
518,Crane,1.0,200.0,Renewable
519,Laborer,16.0,40.0,Renewable
519,Skipper,2.0,60.0,Renewable
519,Engineer,8.0,160.0,Renewable
519,Vessel Neptune,1.0,3750.0,Renewable
519,Vessel Vagant,1.0,3180.0,Renewable
519,Crane,1.0,200.0,Renewable
520,Laborer,16.0,40.0,Renewable
520,Skipper,2.0,60.0,Renewable
520,Engineer,8.0,160.0,Renewable
520,Vessel Neptune,1.0,3750.0,Renewable
520,Vessel Vagant,1.0,3180.0,Renewable
520,Crane,1.0,200.0,Renewable
521,Laborer,16.0,40.0,Renewable
521,Skipper,2.0,60.0,Renewable
521,Engineer,8.0,160.0,Renewable
521,Vessel Neptune,1.0,3750.0,Renewable
521,Vessel Vagant,1.0,3180.0,Renewable
521,Crane,1.0,200.0,Renewable
522,Laborer,16.0,40.0,Renewable
522,Skipper,2.0,60.0,Renewable
522,Engineer,8.0,160.0,Renewable
522,Vessel Neptune,1.0,3750.0,Renewable
522,Vessel Vagant,1.0,3180.0,Renewable
522,Crane,1.0,200.0,Renewable
523,Laborer,16.0,40.0,Renewable
523,Skipper,2.0,60.0,Renewable
523,Engineer,8.0,160.0,Renewable
523,Vessel Neptune,1.0,3750.0,Renewable
523,Vessel Vagant,1.0,3180.0,Renewable
523,Crane,1.0,200.0,Renewable
524,Laborer,16.0,40.0,Renewable
524,Skipper,2.0,60.0,Renewable
524,Engineer,8.0,160.0,Renewable
524,Vessel Neptune,1.0,3750.0,Renewable
524,Vessel Vagant,1.0,3180.0,Renewable
524,Crane,1.0,200.0,Renewable
525,Laborer,16.0,40.0,Renewable
525,Skipper,2.0,60.0,Renewable
525,Engineer,8.0,160.0,Renewable
525,Vessel Neptune,1.0,3750.0,Renewable
525,Vessel Vagant,1.0,3180.0,Renewable
525,Crane,1.0,200.0,Renewable
478,Laborer,16.0,40.0,Renewable
478,Skipper,2.0,60.0,Renewable
478,Engineer,8.0,160.0,Renewable
478,Vessel Neptune,1.0,3750.0,Renewable
478,Vessel Vagant,1.0,3180.0,Renewable
479,Laborer,16.0,40.0,Renewable
479,Skipper,2.0,60.0,Renewable
479,Engineer,8.0,160.0,Renewable
479,Vessel Neptune,1.0,3750.0,Renewable
479,Vessel Vagant,1.0,3180.0,Renewable
480,Laborer,16.0,40.0,Renewable
480,Skipper,2.0,60.0,Renewable
480,Engineer,8.0,160.0,Renewable
480,Vessel Neptune,1.0,3750.0,Renewable
480,Vessel Vagant,1.0,3180.0,Renewable
481,Laborer,16.0,40.0,Renewable
481,Skipper,2.0,60.0,Renewable
481,Engineer,8.0,160.0,Renewable
481,Vessel Neptune,1.0,3750.0,Renewable
481,Vessel Vagant,1.0,3180.0,Renewable
482,Laborer,16.0,40.0,Renewable
482,Skipper,2.0,60.0,Renewable
482,Engineer,8.0,160.0,Renewable
482,Vessel Neptune,1.0,3750.0,Renewable
482,Vessel Vagant,1.0,3180.0,Renewable
483,Laborer,16.0,40.0,Renewable
483,Skipper,2.0,60.0,Renewable
483,Engineer,8.0,160.0,Renewable
483,Vessel Neptune,1.0,3750.0,Renewable
483,Vessel Vagant,1.0,3180.0,Renewable
484,Laborer,16.0,40.0,Renewable
484,Skipper,2.0,60.0,Renewable
484,Engineer,8.0,160.0,Renewable
484,Vessel Neptune,1.0,3750.0,Renewable
484,Vessel Vagant,1.0,3180.0,Renewable
485,Laborer,16.0,40.0,Renewable
485,Skipper,2.0,60.0,Renewable
485,Engineer,8.0,160.0,Renewable
485,Vessel Neptune,1.0,3750.0,Renewable
485,Vessel Vagant,1.0,3180.0,Renewable
486,Laborer,16.0,40.0,Renewable
486,Skipper,2.0,60.0,Renewable
486,Engineer,8.0,160.0,Renewable
486,Vessel Neptune,1.0,3750.0,Renewable
486,Vessel Vagant,1.0,3180.0,Renewable
487,Laborer,16.0,40.0,Renewable
487,Skipper,2.0,60.0,Renewable
487,Engineer,8.0,160.0,Renewable
487,Vessel Neptune,1.0,3750.0,Renewable
487,Vessel Vagant,1.0,3180.0,Renewable
488,Laborer,16.0,40.0,Renewable
488,Skipper,2.0,60.0,Renewable
488,Engineer,8.0,160.0,Renewable
488,Vessel Neptune,1.0,3750.0,Renewable
488,Vessel Vagant,1.0,3180.0,Renewable
489,Laborer,16.0,40.0,Renewable
489,Skipper,2.0,60.0,Renewable
489,Engineer,8.0,160.0,Renewable
489,Vessel Neptune,1.0,3750.0,Renewable
489,Vessel Vagant,1.0,3180.0,Renewable
490,Laborer,16.0,40.0,Renewable
490,Skipper,2.0,60.0,Renewable
490,Engineer,8.0,160.0,Renewable
490,Vessel Neptune,1.0,3750.0,Renewable
490,Vessel Vagant,1.0,3180.0,Renewable
491,Laborer,16.0,40.0,Renewable
491,Skipper,2.0,60.0,Renewable
491,Engineer,8.0,160.0,Renewable
491,Vessel Neptune,1.0,3750.0,Renewable
491,Vessel Vagant,1.0,3180.0,Renewable
492,Laborer,16.0,40.0,Renewable
492,Skipper,2.0,60.0,Renewable
492,Engineer,8.0,160.0,Renewable
492,Vessel Neptune,1.0,3750.0,Renewable
492,Vessel Vagant,1.0,3180.0,Renewable
493,Laborer,16.0,40.0,Renewable
493,Skipper,2.0,60.0,Renewable
493,Engineer,8.0,160.0,Renewable
493,Vessel Neptune,1.0,3750.0,Renewable
493,Vessel Vagant,1.0,3180.0,Renewable
494,Laborer,16.0,40.0,Renewable
494,Skipper,2.0,60.0,Renewable
494,Engineer,8.0,160.0,Renewable
494,Vessel Neptune,1.0,3750.0,Renewable
494,Vessel Vagant,1.0,3180.0,Renewable
495,Laborer,16.0,40.0,Renewable
495,Skipper,2.0,60.0,Renewable
495,Engineer,8.0,160.0,Renewable
495,Vessel Neptune,1.0,3750.0,Renewable
495,Vessel Vagant,1.0,3180.0,Renewable
496,Laborer,16.0,40.0,Renewable
496,Skipper,2.0,60.0,Renewable
496,Engineer,8.0,160.0,Renewable
496,Vessel Neptune,1.0,3750.0,Renewable
496,Vessel Vagant,1.0,3180.0,Renewable
497,Laborer,16.0,40.0,Renewable
497,Skipper,2.0,60.0,Renewable
497,Engineer,8.0,160.0,Renewable
497,Vessel Neptune,1.0,3750.0,Renewable
497,Vessel Vagant,1.0,3180.0,Renewable
498,Laborer,16.0,40.0,Renewable
498,Skipper,2.0,60.0,Renewable
498,Engineer,8.0,160.0,Renewable
498,Vessel Neptune,1.0,3750.0,Renewable
498,Vessel Vagant,1.0,3180.0,Renewable
499,Laborer,16.0,40.0,Renewable
499,Skipper,2.0,60.0,Renewable
499,Engineer,8.0,160.0,Renewable
499,Vessel Neptune,1.0,3750.0,Renewable
499,Vessel Vagant,1.0,3180.0,Renewable
500,Laborer,16.0,40.0,Renewable
500,Skipper,2.0,60.0,Renewable
500,Engineer,8.0,160.0,Renewable
500,Vessel Neptune,1.0,3750.0,Renewable
500,Vessel Vagant,1.0,3180.0,Renewable
501,Laborer,16.0,40.0,Renewable
501,Skipper,2.0,60.0,Renewable
501,Engineer,8.0,160.0,Renewable
501,Vessel Neptune,1.0,3750.0,Renewable
501,Vessel Vagant,1.0,3180.0,Renewable
454,Special team,1.0,800.0,Renewable
455,Special team,1.0,800.0,Renewable
456,Special team,1.0,800.0,Renewable
457,Special team,1.0,800.0,Renewable
458,Special team,1.0,800.0,Renewable
459,Special team,1.0,800.0,Renewable
460,Special team,1.0,800.0,Renewable
461,Special team,1.0,800.0,Renewable
462,Special team,1.0,800.0,Renewable
463,Special team,1.0,800.0,Renewable
464,Special team,1.0,800.0,Renewable
465,Special team,1.0,800.0,Renewable
466,Special team,1.0,800.0,Renewable
467,Special team,1.0,800.0,Renewable
468,Special team,1.0,800.0,Renewable
469,Special team,1.0,800.0,Renewable
470,Special team,1.0,800.0,Renewable
471,Special team,1.0,800.0,Renewable
472,Special team,1.0,800.0,Renewable
473,Special team,1.0,800.0,Renewable
474,Special team,1.0,800.0,Renewable
475,Special team,1.0,800.0,Renewable
476,Special team,1.0,800.0,Renewable
477,Special team,1.0,800.0,Renewable
430,Commissioning team,1.0,800.0,Renewable
431,Commissioning team,1.0,800.0,Renewable
432,Commissioning team,1.0,800.0,Renewable
433,Commissioning team,1.0,800.0,Renewable
434,Commissioning team,1.0,800.0,Renewable
435,Commissioning team,1.0,800.0,Renewable
436,Commissioning team,1.0,800.0,Renewable
437,Commissioning team,1.0,800.0,Renewable
438,Commissioning team,1.0,800.0,Renewable
439,Commissioning team,1.0,800.0,Renewable
440,Commissioning team,1.0,800.0,Renewable
441,Commissioning team,1.0,800.0,Renewable
442,Commissioning team,1.0,800.0,Renewable
443,Commissioning team,1.0,800.0,Renewable
444,Commissioning team,1.0,800.0,Renewable
445,Commissioning team,1.0,800.0,Renewable
446,Commissioning team,1.0,800.0,Renewable
447,Commissioning team,1.0,800.0,Renewable
448,Commissioning team,1.0,800.0,Renewable
449,Commissioning team,1.0,800.0,Renewable
450,Commissioning team,1.0,800.0,Renewable
451,Commissioning team,1.0,800.0,Renewable
452,Commissioning team,1.0,800.0,Renewable
453,Commissioning team,1.0,800.0,Renewable
406,Testing team,0.2,800.0,Renewable
407,Testing team,0.2,800.0,Renewable
408,Testing team,0.2,800.0,Renewable
409,Testing team,0.2,800.0,Renewable
410,Testing team,0.2,800.0,Renewable
411,Testing team,0.2,800.0,Renewable
412,Testing team,0.2,800.0,Renewable
413,Testing team,0.2,800.0,Renewable
414,Testing team,0.2,800.0,Renewable
415,Testing team,0.2,800.0,Renewable
416,Testing team,0.2,800.0,Renewable
417,Testing team,0.2,800.0,Renewable
418,Testing team,0.2,800.0,Renewable
419,Testing team,0.2,800.0,Renewable
421,Testing team,0.2,800.0,Renewable
420,Testing team,0.2,800.0,Renewable
422,Testing team,0.2,800.0,Renewable
423,Testing team,0.2,800.0,Renewable
424,Testing team,0.2,800.0,Renewable
425,Testing team,0.2,800.0,Renewable
426,Testing team,0.2,800.0,Renewable
427,Testing team,0.2,800.0,Renewable
428,Testing team,0.2,800.0,Renewable
429,Testing team,0.2,800.0,Renewable
77,Laborer,8.0,40.0,Renewable
77,Skipper,1.0,60.0,Renewable
77,Towning tugs,1.0,450.0,Renewable
77,Transport barges,1.0,400.0,Renewable
77,Crane,1.0,200.0,Renewable
82,Laborer,8.0,40.0,Renewable
82,Skipper,1.0,60.0,Renewable
82,Engineer,4.0,160.0,Renewable
82,Towning tugs,1.0,450.0,Renewable
82,Transport barges,1.0,400.0,Renewable
82,Crane,1.0,200.0,Renewable
81,Laborer,18.0,40.0,Renewable
81,Skipper,1.0,60.0,Renewable
81,Engineer,6.0,160.0,Renewable
81,Vessel Rambiz,1.0,3620.0,Renewable
94,Laborer,4.0,40.0,Renewable
94,Skipper,1.0,60.0,Renewable
94,Engineer,1.0,160.0,Renewable
94,Towning tugs,1.0,450.0,Renewable
94,Transport barges,1.0,400.0,Renewable
94,Crane,1.0,200.0,Renewable
95,Laborer,18.0,40.0,Renewable
95,Skipper,1.0,60.0,Renewable
95,Engineer,6.0,160.0,Renewable
95,Vessel Rambiz,1.0,3620.0,Renewable
100,Laborer,5.0,40.0,Renewable
100,Skipper,1.0,60.0,Renewable
100,Engineer,4.0,160.0,Renewable
100,Vessel Pompei,1.0,3320.0,Renewable
101,Laborer,5.0,40.0,Renewable
101,Skipper,1.0,60.0,Renewable
101,Engineer,4.0,160.0,Renewable
101,Vessel Pompei,1.0,3320.0,Renewable
102,Laborer,5.0,40.0,Renewable
102,Skipper,1.0,60.0,Renewable
102,Engineer,3.0,160.0,Renewable
102,Vessel Pompei,1.0,3320.0,Renewable
105,Laborer,10.0,40.0,Renewable
105,Skipper,1.0,60.0,Renewable
105,Vessel Souverreign,1.0,3250.0,Renewable
105,Crane,1.0,200.0,Renewable
106,Laborer,18.0,40.0,Renewable
106,Skipper,1.0,60.0,Renewable
106,Engineer,3.0,160.0,Renewable
106,Vessel Pompei,1.0,3320.0,Renewable
107,Laborer,12.0,40.0,Renewable
107,Testing team,1.0,800.0,Renewable
108,Laborer,22.0,40.0,Renewable
108,Skipper,1.0,60.0,Renewable
108,Vessel Innovator,1.0,3250.0,Renewable
109,Special team,2.0,800.0,Renewable
110,Laborer,22.0,40.0,Renewable
110,Skipper,1.0,60.0,Renewable
110,Engineer,4.0,160.0,Renewable
110,Vessel Innovator,1.0,3250.0,Renewable
111,Engineer,4.0,160.0,Renewable
112,Laborer,22.0,40.0,Renewable
112,Skipper,1.0,60.0,Renewable
112,Engineer,4.0,160.0,Renewable
112,Vessel Innovator,1.0,3250.0,Renewable
126,Laborer,5.0,40.0,Renewable
126,Skipper,1.0,60.0,Renewable
126,Engineer,3.0,160.0,Renewable
126,Vessel Pompei,1.0,3320.0,Renewable
130,Laborer,6.0,40.0,Renewable
130,Skipper,1.0,60.0,Renewable
130,Vessel Sternat Spirit,1.0,3250.0,Renewable
131,Laborer,6.0,40.0,Renewable
131,Skipper,1.0,60.0,Renewable
131,Vessel Sternat Spirit,1.0,3250.0,Renewable
131,Crane,2.0,200.0,Renewable
133,Laborer,18.0,40.0,Renewable
133,Skipper,1.0,60.0,Renewable
133,Engineer,4.0,160.0,Renewable
133,Vessel Breughel,1.0,3200.0,Renewable
134,Laborer,18.0,40.0,Renewable
134,Skipper,1.0,60.0,Renewable
134,Engineer,4.0,160.0,Renewable
134,Vessel Breughel,1.0,3200.0,Renewable
193,Laborer,12.0,40.0,Renewable
193,Welder,8.0,60.0,Renewable
193,Crane,1.0,200.0,Renewable
193,Engineer,1.0,160.0,Renewable
137,Laborer,16.0,40.0,Renewable
137,Engineer,4.0,160.0,Renewable
137,Drilling machine,2.0,1200.0,Renewable
138,Laborer,14.0,40.0,Renewable
138,Engineer,4.0,160.0,Renewable
138,Pulling machine,1.0,1300.0,Renewable
139,Testing team,1.0,800.0,Renewable
140,Laborer,13.0,40.0,Renewable
140,Engineer,4.0,160.0,Renewable
140,Pulling machine,1.0,1300.0,Renewable
140,Crane,1.0,200.0,Renewable
141,Disconnecting team,1.0,800.0,Renewable
194,Testing team,1.0,800.0,Renewable
149,Laborer,17.0,40.0,Renewable
149,Skipper,1.0,60.0,Renewable
149,Engineer,4.0,160.0,Renewable
149,Vessel Breydel,1.0,3200.0,Renewable
150,Laborer,13.0,40.0,Renewable
150,Engineer,3.0,160.0,Renewable
150,Pulling machine,1.0,1300.0,Renewable
195,Disconnecting team,1.0,800.0,Renewable
151,Laborer,12.0,40.0,Renewable
151,Skipper,1.0,60.0,Renewable
151,Engineer,6.0,160.0,Renewable
151,Vessel Pearl River,1.0,3250.0,Renewable
152,Laborer,20.0,40.0,Renewable
152,Engineer,6.0,160.0,Renewable
153,Disconnecting team,1.0,800.0,Renewable
154,Testing team,1.0,800.0,Renewable
157,Laborer,5.0,40.0,Renewable
157,Skipper,1.0,60.0,Renewable
157,Vessel Pompei,1.0,3320.0,Renewable
158,Laborer,5.0,40.0,Renewable
158,Skipper,1.0,60.0,Renewable
158,Vessel Pompei,1.0,3320.0,Renewable
