id,project_id,task_name,task_type,status,baseline_start,type,base_cost,total_cost,risk_factor,duration_months,duration_weeks,duration_days,duration_hours,calendar_type,internal_labor_cost,overtime_cost,equipment_fuel_cost,qa_qc_cost,material_cost,outsourcing_cost,training_cost,facility_rent,communication_cost,utilities_cost,insurance_cost,licensing_cost,warranty_cost,complexity,weather_contingency,general_contingency,rework_risk,holding_cost,international_freight,handling_cost,reverse_logistics,defect_cost,overtime_hours,lag_time,metadata_json
17_197,17,Turbine4: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-06-02 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_198,17,Turbine5: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-06-06 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_199,17,Turbine6: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-06-11 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_2,17,Transportation of template and mounting on Jack Up Platform Buzzard,,Pending,2013-05-05 06:00:00,,58000.00,72500.00,1.2500,0.00,0.00,10.00,160.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,11600.00,46400.00,0.00,0.00,0.00,0.00,,{}
17_200,17,Turbine7: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-06-15 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_201,17,Turbine8: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-06-19 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_202,17,Turbine9: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-06-23 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_203,17,Turbine10: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-06-27 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_204,17,Turbine11: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-07-01 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_205,17,Turbine12: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-07-05 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_206,17,Turbine13: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-07-09 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_207,17,Turbine14: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-07-13 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_208,17,Turbine15: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-07-17 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_209,17,Turbine16: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-07-21 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_210,17,Turbine17: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-07-25 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_211,17,Turbine18: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-07-29 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_212,17,Turbine19: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-08-02 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_213,17,Turbine20: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-08-06 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_214,17,Turbine21: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-08-14 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_215,17,Turbine22: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-08-10 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_216,17,Turbine23: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-08-18 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_217,17,Turbine24: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-08-22 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_218,17,Dredging and cleaning of pin-piles 2,,Pending,2013-05-27 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_219,17,Dredging and cleaning of pin-piles 3,,Pending,2013-05-31 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_220,17,Dredging and cleaning of pin-piles 4,,Pending,2013-06-04 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_221,17,Dredging and cleaning of pin-piles 5,,Pending,2013-06-08 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_222,17,Dredging and cleaning of pin-piles 6,,Pending,2013-06-13 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_223,17,Dredging and cleaning of pin-piles 7,,Pending,2013-06-17 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_224,17,Dredging and cleaning of pin-piles 8,,Pending,2013-06-21 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_225,17,Dredging and cleaning of pin-piles 9,,Pending,2013-06-25 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_226,17,Dredging and cleaning of pin-piles 10,,Pending,2013-06-29 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_227,17,Dredging and cleaning of pin-piles 11,,Pending,2013-07-03 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_228,17,Dredging and cleaning of pin-piles 12,,Pending,2013-07-07 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_229,17,Dredging and cleaning of pin-piles 13,,Pending,2013-07-11 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_23,17,Purchase of castings and pile stoppers,,Pending,2013-02-04 06:00:00,,150000.00,159000.00,1.0600,0.00,0.00,120.00,1920.00,,0.00,0.00,0.00,0.00,90000.00,60000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015,0.0085,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_230,17,Dredging and cleaning of pin-piles 14,,Pending,2013-07-15 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_231,17,Dredging and cleaning of pin-piles 15,,Pending,2013-07-19 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_232,17,Dredging and cleaning of pin-piles 16,,Pending,2013-07-23 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_233,17,Dredging and cleaning of pin-piles 17,,Pending,2013-07-27 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_234,17,Dredging and cleaning of pin-piles 18,,Pending,2013-07-31 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_235,17,Dredging and cleaning of pin-piles 19,,Pending,2013-08-04 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_236,17,Dredging and cleaning of pin-piles 20,,Pending,2013-08-08 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_237,17,Dredging and cleaning of pin-piles 21,,Pending,2013-08-16 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_238,17,Dredging and cleaning of pin-piles 22,,Pending,2013-08-12 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_239,17,Dredging and cleaning of pin-piles 23,,Pending,2013-08-20 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_240,17,Dredging and cleaning of pin-piles 24,,Pending,2013-08-24 06:00:00,,197080.00,246350.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,72020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,44100.00,0.00,0.00,0.00,,{}
17_241,17,Install pin-pile covers on the piles 1,,Pending,2013-05-24 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_242,17,Install pin-pile covers on the piles 2,,Pending,2013-05-28 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_243,17,Install pin-pile covers on the piles 3,,Pending,2013-06-01 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_244,17,Install pin-pile covers on the piles 4,,Pending,2013-06-05 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_245,17,Install pin-pile covers on the piles 5,,Pending,2013-06-10 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_246,17,Install pin-pile covers on the piles 6,,Pending,2013-06-14 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_247,17,Install pin-pile covers on the piles 7,,Pending,2013-06-18 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_248,17,Install pin-pile covers on the piles 8,,Pending,2013-06-22 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_249,17,Install pin-pile covers on the piles 9,,Pending,2013-06-26 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_25,17,Assembly of midsection 1,,Pending,2013-03-16 06:00:00,,55100.00,68875.00,1.2500,0.00,0.00,9.00,144.00,,0.00,0.00,0.00,0.00,33060.00,22040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_250,17,Install pin-pile covers on the piles 10,,Pending,2013-06-30 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_251,17,Install pin-pile covers on the piles 11,,Pending,2013-07-04 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_252,17,Install pin-pile covers on the piles 12,,Pending,2013-07-08 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_253,17,Install pin-pile covers on the piles 13,,Pending,2013-07-12 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_254,17,Install pin-pile covers on the piles 14,,Pending,2013-07-16 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_255,17,Install pin-pile covers on the piles 15,,Pending,2013-07-20 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_256,17,Install pin-pile covers on the piles 16,,Pending,2013-07-24 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_257,17,Install pin-pile covers on the piles 17,,Pending,2013-07-28 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_258,17,Install pin-pile covers on the piles 18,,Pending,2013-08-01 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_259,17,Install pin-pile covers on the piles 19,,Pending,2013-08-05 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_260,17,Install pin-pile covers on the piles 20,,Pending,2013-08-09 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_261,17,Install pin-pile covers on the piles 21,,Pending,2013-08-17 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_262,17,Install pin-pile covers on the piles 22,,Pending,2013-08-13 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_263,17,Install pin-pile covers on the piles 23,,Pending,2013-08-21 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_264,17,Install pin-pile covers on the piles 24,,Pending,2013-08-25 06:00:00,,184120.00,230150.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,31560.00,21040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_266,17,Grouting of foundation to the pin-piles 2,,Pending,2013-06-14 06:00:00,,252240.00,315300.00,1.2500,0.00,0.00,1.00,16.00,,96320.00,0.00,57920.00,0.00,58800.00,39200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_267,17,Grouting of foundation to the pin-piles 3,,Pending,2013-06-18 06:00:00,,252240.00,315300.00,1.2500,0.00,0.00,1.00,16.00,,96320.00,0.00,57920.00,0.00,58800.00,39200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_268,17,Grouting of foundation to the pin-piles 4,,Pending,2013-06-22 06:00:00,,252240.00,315300.00,1.2500,0.00,0.00,1.00,16.00,,96320.00,0.00,57920.00,0.00,58800.00,39200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_269,17,Grouting of foundation to the pin-piles 5,,Pending,2013-06-27 06:00:00,,252240.00,315300.00,1.2500,0.00,0.00,1.00,16.00,,96320.00,0.00,57920.00,0.00,58800.00,39200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_270,17,Grouting of foundation to the pin-piles 6,,Pending,2013-07-01 06:00:00,,252240.00,315300.00,1.2500,0.00,0.00,1.00,16.00,,96320.00,0.00,57920.00,0.00,58800.00,39200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
