id,project_id,task_id,task_name,baseline_start,baseline_end,duration_hours,labor,material,equipment,energy,testing_inspection,project_management,facility,utilities,communication,training,quality_management,overtime,delay_penalty,inventory_holding,waiting_cost,idle_resource,revenue_delay,expediting,insurance,rework,warranty,litigation,regulatory_compliance,contingency_reserve,management_reserve,transportation,ordering,packaging,reverse_logistics,customs,supplier_coordination,opportunity_cost,capital_cost,financing_cost,npv_loss,esg_cost,carbon_tax,reputation_cost,total_cost,created_at,updated_at
100,C2012-04,C2012-04_46,Embankments,2012-11-23 00:00:00+00:00,2012-12-10 03:00:00+00:00,90.00,54000.00,32000.00,61920.00,15480.00,4994.88,5144.73,3429.82,1714.91,1714.91,857.45,2572.36,0.00,3429.82,3429.82,1714.91,1714.91,2572.36,1714.91,4287.27,3429.82,2572.36,1714.91,2572.36,4287.27,3429.82,4287.27,1714.91,857.45,2572.36,1714.91,3429.82,1714.91,3429.82,3429.82,2572.36,2572.36,1714.91,1714.91,252425.41,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
101,C2012-04,C2012-04_44,Catch water drains,2012-12-07 00:00:00+00:00,2012-12-10 02:00:00+00:00,9.00,2160.00,10000.00,3087.00,771.75,485.19,499.75,333.17,166.58,166.58,83.29,249.87,0.00,333.17,333.17,166.58,166.58,249.87,166.58,416.46,333.17,249.87,166.58,249.87,416.46,333.17,416.46,166.58,83.29,249.87,166.58,333.17,166.58,333.17,333.17,249.87,249.87,166.58,166.58,24666.48,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
102,C2012-04,C2012-04_58,Demolitions,2012-12-10 00:00:00+00:00,2012-12-11 02:00:00+00:00,9.00,1620.00,0.00,3330.00,832.50,178.47,183.82,122.55,61.27,61.27,30.64,91.91,0.00,122.55,122.55,61.27,61.27,91.91,61.27,153.19,122.55,91.91,61.27,91.91,153.19,122.55,153.19,61.27,30.64,91.91,61.27,122.55,61.27,122.55,122.55,91.91,91.91,61.27,61.27,8963.38,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
103,C2012-04,C2012-04_59,Topsoil removal and clearing subbase,2012-12-11 00:00:00+00:00,2012-12-25 02:00:00+00:00,81.00,19440.00,0.00,22275.00,5568.75,1451.92,1495.48,996.99,498.49,498.49,249.25,747.74,0.00,996.99,996.99,498.49,498.49,747.74,498.49,1246.24,996.99,747.74,498.49,747.74,1246.24,996.99,1246.24,498.49,249.25,747.74,498.49,996.99,498.49,996.99,996.99,747.74,747.74,498.49,498.49,73161.86,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
104,C2012-04,C2012-04_52,Terracing,2012-12-24 00:00:00+00:00,2013-01-01 08:00:00+00:00,54.00,9720.00,15000.00,13284.00,3321.00,1259.68,1297.47,864.98,432.49,432.49,216.24,648.73,0.00,864.98,864.98,432.49,432.49,648.73,432.49,1081.22,864.98,648.73,432.49,648.73,1081.22,864.98,1081.22,432.49,216.24,648.73,432.49,864.98,432.49,864.98,864.98,648.73,648.73,432.49,432.49,63776.63,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
105,C2012-04,C2012-04_51,Carrying remaining soil,2013-01-01 00:00:00+00:00,2013-01-11 10:00:00+00:00,72.00,34560.00,0.00,44352.00,11088.00,2766.53,2849.52,1899.68,949.84,949.84,474.92,1424.76,0.00,1899.68,1899.68,949.84,949.84,1424.76,949.84,2374.60,1899.68,1424.76,949.84,1424.76,2374.60,1899.68,2374.60,949.84,474.92,1424.76,949.84,1899.68,949.84,1899.68,1899.68,1424.76,1424.76,949.84,949.84,139308.69,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
106,C2012-04,C2012-04_55,Draining trenches,2013-01-11 00:00:00+00:00,2013-01-18 07:00:00+00:00,45.00,8100.00,26000.00,12285.00,3071.25,1502.12,1547.18,1031.45,515.73,515.73,257.86,773.59,0.00,1031.45,1031.45,515.73,515.73,773.59,515.73,1289.32,1031.45,773.59,515.73,773.59,1289.32,1031.45,1289.32,515.73,257.86,773.59,515.73,1031.45,515.73,1031.45,1031.45,773.59,773.59,515.73,515.73,76228.99,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
107,C2012-04,C2012-04_56,Catch water drains,2013-01-18 00:00:00+00:00,2013-01-30 10:00:00+00:00,72.00,17280.00,10000.00,24696.00,6174.00,1781.54,1834.99,1223.33,611.66,611.66,305.83,917.50,0.00,1223.33,1223.33,611.66,611.66,917.50,611.66,1529.16,1223.33,917.50,611.66,917.50,1529.16,1223.33,1529.16,611.66,305.83,917.50,611.66,1223.33,611.66,1223.33,1223.33,917.50,917.50,611.66,611.66,89903.07,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
108,C2012-04,C2012-04_85,Paving,2013-01-30 00:00:00+00:00,2013-03-18 08:00:00+00:00,270.00,113400.00,2500000.00,128250.00,32062.50,83403.75,85905.86,57270.57,28635.29,28635.29,14317.64,42952.93,0.00,57270.57,57270.57,28635.29,28635.29,42952.93,28635.29,71588.22,57270.57,42952.93,28635.29,42952.93,71588.22,57270.57,71588.22,28635.29,14317.64,42952.93,28635.29,57270.57,28635.29,57270.57,57270.57,42952.93,42952.93,28635.29,28635.29,4260245.31,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
109,C2012-04,C2012-04_86,Guardrails pouring,2013-03-13 00:00:00+00:00,2013-04-24 04:00:00+00:00,243.00,58320.00,300000.00,28674.00,7168.50,11867.89,12223.92,8149.28,4074.64,4074.64,2037.32,6111.96,0.00,8149.28,8149.28,4074.64,4074.64,6111.96,4074.64,10186.60,8149.28,6111.96,4074.64,6111.96,10186.60,8149.28,10186.60,4074.64,2037.32,6111.96,4074.64,8149.28,4074.64,8149.28,8149.28,6111.96,6111.96,4074.64,4074.64,605687.75,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
110,C2012-04,C2012-04_87,Coverage and shaping slopes,2013-03-13 00:00:00+00:00,2013-03-27 02:00:00+00:00,81.00,24300.00,15000.00,24300.00,6075.00,2126.70,2190.50,1460.33,730.17,730.17,365.08,1095.25,0.00,1460.33,1460.33,730.17,730.17,1095.25,730.17,1825.42,1460.33,1095.25,730.17,1095.25,1825.42,1460.33,1825.42,730.17,365.08,1095.25,730.17,1460.33,730.17,1460.33,1460.33,1095.25,1095.25,730.17,730.17,107579.88,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
111,C2012-04,C2012-04_88,Cascades pouring,2013-03-26 00:00:00+00:00,2013-04-01 05:00:00+00:00,36.00,6480.00,16500.00,2520.00,630.00,787.68,811.31,540.87,270.44,270.44,135.22,405.65,0.00,540.87,540.87,270.44,270.44,405.65,270.44,676.09,540.87,405.65,270.44,405.65,676.09,540.87,676.09,270.44,135.22,405.65,270.44,540.87,270.44,540.87,540.87,405.65,405.65,270.44,270.44,40169.05,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
112,C2012-04,C2012-04_89,Road signals pouring,2013-03-13 00:00:00+00:00,2013-03-15 03:00:00+00:00,18.00,2160.00,80000.00,1800.00,450.00,2535.00,2611.05,1740.70,870.35,870.35,435.18,1305.53,0.00,1740.70,1740.70,870.35,870.35,1305.53,870.35,2175.88,1740.70,1305.53,870.35,1305.53,2175.88,1740.70,2175.88,870.35,435.18,1305.53,870.35,1740.70,870.35,1740.70,1740.70,1305.53,1305.53,870.35,870.35,129592.21,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
113,C2012-04,C2012-04_91,Network connections removal,2013-04-19 00:00:00+00:00,2013-04-22 02:00:00+00:00,9.00,1080.00,0.00,630.00,157.50,56.97,58.68,39.12,19.56,19.56,9.78,29.34,0.00,39.12,39.12,19.56,19.56,29.34,19.56,48.90,39.12,29.34,19.56,29.34,48.90,39.12,48.90,19.56,9.78,29.34,19.56,39.12,19.56,39.12,39.12,29.34,29.34,19.56,19.56,2882.91,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
114,C2012-04,C2012-04_92,Containers removal,2013-04-19 00:00:00+00:00,2013-04-22 02:00:00+00:00,9.00,1080.00,0.00,1575.00,393.75,93.83,96.64,64.43,32.21,32.21,16.11,48.32,0.00,64.43,64.43,32.21,32.21,48.32,32.21,80.53,64.43,48.32,32.21,48.32,80.53,64.43,80.53,32.21,16.11,48.32,32.21,64.43,32.21,64.43,64.43,48.32,48.32,32.21,32.21,4721.02,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
115,C2012-04,C2012-04_93,Rubbles removal,2013-04-22 00:00:00+00:00,2013-04-26 05:00:00+00:00,36.00,4320.00,0.00,4680.00,1170.00,312.12,321.48,214.32,107.16,107.16,53.58,160.74,0.00,214.32,214.32,107.16,107.16,160.74,107.16,267.90,214.32,160.74,107.16,160.74,267.90,214.32,267.90,107.16,53.58,160.74,107.16,214.32,107.16,214.32,214.32,160.74,160.74,107.16,107.16,15732.96,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
116,C2012-04,C2012-04_94,Fences removal,2013-04-26 00:00:00+00:00,2013-04-29 02:00:00+00:00,9.00,1080.00,0.00,630.00,157.50,56.97,58.68,39.12,19.56,19.56,9.78,29.34,0.00,39.12,39.12,19.56,19.56,29.34,19.56,48.90,39.12,29.34,19.56,29.34,48.90,39.12,48.90,19.56,9.78,29.34,19.56,39.12,19.56,39.12,39.12,29.34,29.34,19.56,19.56,2882.91,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
