task_id,task_name,baseline_start,g7_dur_months,g7_dur_weeks,g7_dur_days,g7_dur_hours,g7_ot_hours,complexity,weather_contingency,general_contingency,rework_risk,risk_factor,base_cost,total_cost,labor,material,equipment,energy,testing_inspection,project_management,facility,utilities,communication,training,quality_management,overtime,delay_penalty,inventory_holding,waiting_cost,idle_resource,revenue_delay,expediting,insurance,rework,warranty,litigation,regulatory_compliance,contingency_reserve,management_reserve,transportation,ordering,packaging,reverse_logistics,customs,supplier_coordination,opportunity_cost,capital_cost,financing_cost,npv_loss,esg_cost,carbon_tax,reputation_cost
C2012-04_55,Draining trenches,2013-01-11 07:00:00,0,0,5,0,0.0,0.05,0.15000000000000002,0.05,0.0,1.2500000000000002,46385.0,57981.25000000001,8100.0,26000.0,12285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2012-04_56,Catch water drains,2013-01-18 07:00:00,0,0,8,0,0.0,0.05,0.15000000000000002,0.05,0.0,1.2500000000000002,51976.0,64970.000000000015,17280.0,10000.0,24696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2012-04_85,Paving,2013-01-30 07:00:00,0,0,30,0,0.0,0.05,0.15000000000000002,0.05,0.0,1.2500000000000002,2741650.0,3427062.5000000005,113400.0,2500000.0,128250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2012-04_86,Guardrails pouring,2013-03-13 07:00:00,0,0,27,0,0.0,0.05,0.15000000000000002,0.05,0.0,1.2500000000000002,386994.0,483742.50000000006,58320.0,300000.0,28674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2012-04_87,Coverage and shaping slopes,2013-03-13 07:00:00,0,0,9,0,0.0,0.05,0.15000000000000002,0.05,0.0,1.2500000000000002,63600.0,79500.00000000001,24300.0,15000.0,24300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2012-04_88,Cascades pouring,2013-03-26 07:00:00,0,0,4,0,0.0,0.05,0.15000000000000002,0.05,0.0,1.2500000000000002,25500.0,31875.000000000007,6480.0,16500.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2012-04_89,Road signals pouring,2013-03-13 07:00:00,0,0,2,0,0.0,0.05,0.15000000000000002,0.05,0.0,1.2500000000000002,83960.0,104950.00000000001,2160.0,80000.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2012-04_91,Network connections removal,2013-04-19 07:00:00,0,0,1,0,0.0,0.05,0.15000000000000002,0.05,0.0,1.2500000000000002,1710.0,2137.5000000000005,1080.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2012-04_92,Containers removal,2013-04-19 07:00:00,0,0,1,0,0.0,0.05,0.15000000000000002,0.05,0.0,1.2500000000000002,2655.0,3318.7500000000005,1080.0,0.0,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2012-04_93,Rubbles removal,2013-04-22 07:00:00,0,0,4,0,0.0,0.05,0.15000000000000002,0.05,0.0,1.2500000000000002,9000.0,11250.000000000002,4320.0,0.0,4680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2012-04_94,Fences removal,2013-04-26 07:00:00,0,0,1,0,0.0,0.05,0.15000000000000002,0.05,0.0,1.2500000000000002,1710.0,2137.5000000000005,1080.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
